rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,2054,弥人,32
2,38133,FayeVL,提督,2080,弥人,32
3,520352,黑镰刀,提督,1786,弥人,31
4,342447,任意子,提督,1842,弥人,30
5,4304729,清光高校地雷部,提督,1365,弥人,29
6,4333178,波动性巧克力慕斯,提督,472,弥人,28
7,264506970,顾小桑的真空家乡,提督,232,弥人,27
8,2512897,山下住一丁,舰长,1992,弥人,31
9,12422769,Beartooth90,舰长,1192,弥人,30
10,49337,无公害沙包,舰长,2026,弥人,30
11,12501775,コンプランド,舰长,1512,弥人,29
12,553301,镜晓文,舰长,2055,弥人,29
13,8772065,Yukari_YuRI,舰长,1271,弥人,29
14,4206472,弥希家的针尾雨燕,舰长,1361,弥人,29
15,1829374,ムサシノタクミ,舰长,1373,弥人,29
16,105402,清新正直HHP,舰长,1582,弥人,29
17,5155551,科罗娜青柠,舰长,1875,弥人,29
18,2513015,エーワックス-2434,舰长,1662,弥人,28
19,10786214,千万ly,舰长,2079,弥人,28
20,16011437,瑪修-,舰长,1897,弥人,28
21,1920686335,弥希_Miki,舰长,1323,弥人,28
22,18363194,岁星昼见,舰长,1387,弥人,28
23,1640605,神の道化,舰长,791,弥人,28
24,7913853,アベリアF,舰长,1085,弥人,28
25,1603612,月ノneet,舰长,1733,弥人,28
26,356189,Heavens Feel,舰长,1765,弥人,28
27,4921755,アルカローズ,舰长,1807,弥人,28
28,1971336,犭苗犭苗木木,舰长,1391,弥人,28
29,5812842,弥之鸣,舰长,1793,弥人,28
30,3182660,影月LuneZ,舰长,1811,弥人,28
31,48934997,感应性本能,舰长,1240,弥人,28
32,11546675,贝尔纳德C3,舰长,1813,弥人,27
33,3561142,无名一世,舰长,597,弥人,27
34,11347396,傻坐着发愣,舰长,1026,弥人,27
35,774372,黑糖香草摩卡,舰长,1243,弥人,27
36,7180032,无为無為,舰长,1570,弥人,27
37,26465,一个大光头都没有,舰长,2018,弥人,27
38,281163151,JOL1ON,舰长,1084,弥人,27
39,343691814,Noneither,舰长,1107,弥人,27
40,486937583,红白鬼巫,舰长,1033,弥人,27
41,8274893,西西纳图斯,舰长,528,弥人,27
42,7864667,奈亚子从不发糖,舰长,1893,弥人,27
43,5801333,低级咬人细胞,舰长,1562,弥人,27
44,453572565,全職彌人-andy878797,舰长,783,弥人,27
45,13026101,Naglfar-,舰长,1630,弥人,27
46,2450646,傻傻又呐呐的CYSoulDown,舰长,791,弥人,27
47,10261329,yukino-雪之下雪乃,舰长,805,弥人,27
48,16171733,铃鹿Toshi,舰长,1781,弥人,27
49,10776008,丽兹与青鸟,舰长,657,弥人,27
50,1397965,雨宫ノエル,舰长,1591,弥人,27
51,6165418,一号机测试机师,舰长,1669,弥人,27
52,37117728,西门烧烤,舰长,371,弥人,27
53,159019,九重雪会,舰长,928,弥人,27
54,14354112,EndlessDice,舰长,1498,弥人,27
55,14910777,勉強机,舰长,1075,弥人,27
56,20186995,黇鹿dmdm,舰长,1060,弥人,26
57,1878939,破破破破破cd,舰长,843,弥人,26
58,2290770,夕月秋乃,舰长,1424,弥人,26
59,569267,鵺鸮,舰长,1420,弥人,26
60,330367780,呆喂诶,舰长,588,弥人,26
61,7257611,椎名エリ,舰长,798,弥人,26
62,28647475,Urobolus_0,舰长,782,弥人,26
63,565632,YomaKKK,舰长,519,弥人,26
64,266375,咕咕-咕咕咕咕咕-咕,舰长,674,弥人,26
65,12974,蓬萊山空,舰长,1059,弥人,26
66,1829907,Skorz_Tsurumi,舰长,690,弥人,26
67,8396429,airstone42,舰长,955,弥人,26
68,9819432,天遂_人愿,舰长,904,弥人,26
69,2495576,spiece,舰长,606,弥人,26
70,8359,赫のシャドール,舰长,665,弥人,26
71,34449312,TGGLL,舰长,542,弥人,26
72,236018,ドジみ,舰长,780,弥人,26
73,384616248,毛毛毛毛线裤,舰长,273,弥人,26
74,34616293,摸摸摸摸你傻,舰长,274,弥人,26
75,1645359409,牛奶巧克力厨,舰长,772,弥人,26
76,3546598237800885,拉斯普廷Rasia,舰长,97,弥人,26
77,209374441,知世xf,舰长,192,弥人,26
78,26580137,夜袭魅影,舰长,266,弥人,26
79,336198406,凌徊levy,舰长,305,弥人,26
80,4393496,不爱说话的久久,舰长,657,弥人,26
81,7951981,春山薄雪,舰长,210,弥人,25
82,25372126,名字好念的19,舰长,455,弥人,25
83,58725,Qullx,舰长,558,弥人,25
84,30753025,月迷Solomon,舰长,127,弥人,25
85,49795765,滨海西小毒瘤,舰长,275,弥人,25
86,1935274,丁骨烩饭T,舰长,396,弥人,25
87,615000,节操联邦调查总局,舰长,408,弥人,25
88,10068032,dozenw,舰长,305,弥人,25
89,323728572,每秒单推一个,舰长,215,弥人,25
90,351179408,iooPlover,舰长,305,弥人,25
91,89636742,A1in_sy,舰长,276,弥人,24
92,44123513,爱凑热闹です,舰长,245,弥人,24
93,22381696,篝火砰砰啪,舰长,237,弥人,24
94,4479168,RBQ如月乱,舰长,237,弥人,24
95,662497,Kapibara0,舰长,215,弥人,24
96,1930398429,ALyCE初号机,舰长,187,弥人,24
97,252903,晓美马鲅鱼_AkemiMbayu,舰长,126,弥人,24
98,40712818,2MengMeng2,舰长,147,弥人,24
99,441776977,Chitose彰良,舰长,67,弥人,23
100,8547994,1ucky-K,舰长,68,弥人,22
101,403200749,酎歆丶,舰长,32,弥人,22
102,38593875,アスカ゛,舰长,7,弥人,22
103,25009047,神奇安娜,舰长,28,弥人,21
