rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,舰长,2218,弥人,49
2,38133,FayeVL,舰长,2244,弥人,48
3,4333178,波动性巧克力慕斯,舰长,636,弥人,42
4,264506970,弥希Miki的真空家乡,舰长,396,弥人,42
5,4304729,清光高校地雷部,舰长,1529,弥人,42
6,1640605,神の道化,舰长,955,弥人,39
7,16011437,瑪修-,舰长,2061,弥人,39
8,4921755,アルカローズ,舰长,1971,弥人,38
9,774372,黑糖香草摩卡,舰长,1407,弥人,36
10,10261329,yukino-雪之下雪乃,舰长,969,弥人,35
11,159019,九重雪会,舰长,1092,弥人,35
12,28647475,Urobolus_0,舰长,946,弥人,34
13,20186995,黇鹿dmdm,舰长,1224,弥人,34
14,323728572,每秒单推一个,舰长,379,弥人,31
15,44123513,爱凑热闹です,舰长,409,弥人,30
16,3418526,l786266731,舰长,102,弥人,26
17,695211604,星韵璃梦栖,舰长,109,弥人,25
