rank,uid,username,type
1,38133,FayeVL,提督
2,96957,ルルティエ,提督
3,931185,テストテスト,提督
4,2512897,山下住一丁,提督
5,4274580,良臣没有重谢,提督
6,6454674,DigAPony,提督
7,7913853,阿贝莉娅-弗洛亚,提督
8,12422769,Beartooth90,提督
9,12501775,コンプランド,提督
10,381534568,sayakadead,提督
11,452196256,无糖香草可乐,提督
12,925,911,舰长
13,3896,Primula,舰长
14,8359,elshaddoll,舰长
15,12974,蓬萊山空,舰长
16,26465,一个大光头都没有,舰长
17,49337,无公害沙包,舰长
18,104492,随风旅鸟与未知之风,舰长
19,105402,清新正直HHP,舰长
20,123785,灯十走十走十走,舰长
21,127743,_露露比,舰长
22,132270,柒の白白,舰长
23,158603,chomikuplus,舰长
24,287341,マスイカ,舰长
25,307274,子蓝_,舰长
26,342447,任意子,舰长
27,356189,Heavens Feel,舰长
28,372454,有栖ヒロ,舰长
29,388324,遠枫晓城,舰长
30,401169,牵牛花凋零之时儿,舰长
31,403496,Zero_Ash,舰长
32,448085,毛线毛裤的小男友,舰长
33,453196,kanjoy,舰长
34,511821,CureMagical,舰长
35,520352,黑镰刀,舰长
36,536365,鸢尾百合,舰长
37,537436,杠yuuki杠,舰长
38,553301,镜晓文,舰长
39,569267,鵺鸮,舰长
40,598003,莱茵点,舰长
41,666671,Miki的麦麦,舰长
42,735538,Brumaire31zy,舰长
43,799152,Pyclone,舰长
44,1397965,雨宫ノエル,舰长
45,1433435,園子し,舰长
46,1618726,Kirallz,舰长
47,1698435,吕同学リッキー,舰长
48,1809230,打倒兮兮救救药丸,舰长
49,1829374,武蔵野タクミ,舰长
50,1829907,Skorz_Official,舰长
51,1874852,YaMacoffe,舰长
52,1939894,一桶原味鸡,舰长
53,1971336,犭苗犭苗ホホ,舰长
54,2249185,带带青花鱼,舰长
55,2290770,夕月秋乃,舰长
56,2388727,凉菓,舰长
57,2512210,-4B-,舰长
58,2513015,エーワックス-2434,舰长
59,2599251,Devi_Lito,舰长
60,2650864,羽落魂龛,舰长
61,2699660,朝日奈未來,舰长
62,2723373,HtSmith陳,舰长
63,3100132,本音喵,舰长
64,3182660,影月LuneZ,舰长
65,3507858,清风怀古,舰长
66,3677907,李黑羊,舰长
67,3799624,不苦大仇深的橘子,舰长
68,3925567,hooudp,舰长
69,3959318,音流Cymatics,舰长
70,4072141,云水暮烟,舰长
71,4206472,Flanker-16,舰长
72,4304729,清光高校地雷部,舰长
73,4921755,アルカローズ,舰长
74,5155551,科罗娜青柠,舰长
75,5460965,松石绿的钢,舰长
76,5801333,低级咬人细胞,舰长
77,5812842,弥之鸣,舰长
78,6165418,一号机测试机师,舰长
79,6282804,ゼノちゃん,舰长
80,7180032,无为無為,舰长
81,7367780,里莲花,舰长
82,7532524,浪人剑转换给铁驭,舰长
83,7864667,奈亚子从不发糖,舰长
84,8265581,鈴原月落,舰长
85,8332693,饭桶事你少管,舰长
86,8772065,Yukari_YuRI,舰长
87,8899174,あおい__,舰长
88,9426479,人蔡瘾大还不出货,舰长
89,10181310,流转生死,舰长
90,10786214,千万ly,舰长
91,11034077,へーぴー,舰长
92,11210842,莉丶羽,舰长
93,11546675,贝尔纳德C3,舰长
94,12036148,寇塔娜哪去了,舰长
95,12037051,岛那灯,舰长
96,12242538,嘉文从小就很可爱,舰长
97,13026101,Naglfar-,舰长
98,13573100,zerobom,舰长
99,14301529,光之小人,舰长
100,14354112,EndlessDice,舰长
101,14382779,冷墨影My,舰长
102,14479743,当代内恰耶夫,舰长
103,14482688,AAlieeeen,舰长
104,14879283,Sctchf,舰长
105,14910777,勉強机,舰长
106,16011437,缪柚,舰长
107,16171733,铃鹿Toshi,舰长
108,18363194,岁星昼见,舰长
109,19886410,遥望終空,舰长
110,20186995,黇鹿dmdm,舰长
111,22747724,ショー尼禄,舰长
112,22749571,橘子薄荷828,舰长
113,22805267,添棠霓投車,舰长
114,22872272,路过的取名困难症患者,舰长
115,25372126,Timidmicro19,舰长
116,25593802,同调群单推人,舰长
117,31833166,VoidOne,舰长
118,32423674,未希天无,舰长
119,34571714,茶茶ちゃちゃ,舰长
120,35105721,风月kaze_tsuki,舰长
121,35924302,滑稽Captain,舰长
122,37165966,睡梦中相恋,舰长
123,38636696,Hiyori晓,舰长
124,39425736,autumn-morning,舰长
125,44319213,11K5D6A,舰长
126,48934997,感应性本能,舰长
127,55616372,二条信佑,舰长
128,84656544,_MBRA,舰长
129,87867364,昭暮云,舰长
130,88013991,君陌おきられない,舰长
131,94809389,夜闻啼雁,舰长
132,109152708,孤独熊Kuma,舰长
133,150038690,坚守阵地卢载铉,舰长
134,155720983,五十米-深藍,舰长
135,175534794,sorinX,舰长
136,177462569,Curse_Zzzz,舰长
137,229101190,不稳定层结,舰长
138,247260077,风车与蜻蜓,舰长
139,251841308,神咲拉寄,舰长
140,281163151,怎么改个名字啊,舰长
141,343691814,Noneither,舰长
142,356404138,Rapturre,舰长
143,384434205,喜欢BadEnd吗,舰长
144,394942544,咳哈哈哈哼哼,舰长
145,443066653,毛线毛裤qaq,舰长
146,476234521,saku小姐の仆人,舰长
147,486937583,红白鬼巫,舰长
148,502895183,マンハッタンカフェ,舰长
149,543614169,花音琉歌,舰长
150,1078161624,いしとびかんな,舰长
151,1353224541,2099想拍一千种动物,舰长
152,1645359409,牛奶巧克力厨,舰长
153,1920686335,超级键山雏,舰长
