rank,uid,username,type
1,38133,FayeVL,提督
2,96957,ルルティエ,提督
3,2512897,山下住一丁,提督
4,520352,黑镰刀,提督
5,381534568,sayakadead,提督
6,931185,ソロダイヤ,提督
7,14374,戏言分子,提督
8,452196256,无糖香草可乐,舰长
9,15256555,sky_hood,舰长
10,342447,任意子,舰长
11,12422769,Beartooth90,舰长
12,49337,无公害沙包,舰长
13,12501775,コンプランド,舰长
14,25593802,同调群单推人,舰长
15,553301,镜晓文,舰长
16,1829374,MusashinoTakumi,舰长
17,666671,Miki的麦麦,舰长
18,5155551,科罗娜青柠,舰长
19,356404138,Rapturre,舰长
20,8772065,Yukari_YuRI,舰长
21,105402,清新正直HHP,舰长
22,16011437,特别驹,舰长
23,10786214,千万ly,舰长
24,7913853,アベリアF,舰长
25,356189,Heavens Feel,舰长
26,735538,AOZAKI-YUI,舰长
27,2513015,エーワックス-2434,舰长
28,18363194,岁星昼见,舰长
29,3182660,影月LuneZ,舰长
30,5812842,弥之鸣,舰长
31,4921755,アルカローズ,舰长
32,4304729,清光高校地雷部,舰长
33,11034077,へーぴー,舰长
34,1920686335,弥希_Miki,舰长
35,1971336,犭苗犭苗木木,舰长
36,2599251,Devi_Lito,舰长
37,4206472,Flanker-16,舰长
38,11546675,贝尔纳德C3,舰长
39,281163151,JOL1ON,舰长
40,774372,黑糖香草摩卡,舰长
41,925,911,舰长
42,5801333,低级咬人细胞,舰长
43,394942544,咳哈哈哈哼哼,舰长
44,287341,マスイカ,舰长
45,7864667,奈亚子从不发糖,舰长
46,26465,一个大光头都没有,舰长
47,48934997,感应性本能,舰长
48,44319213,11K5D6A,舰长
49,123785,灯十走十走十走,舰长
50,343691814,Noneither,舰长
51,12037051,岛那灯,舰长
52,13026101,Naglfar-,舰长
53,5460965,松石绿的钢,舰长
54,2699660,朝日奈未來,舰长
55,936269,紳士君P,舰长
56,3896,Primula,舰长
57,7180032,无为無為,舰长
58,12449418,ナツムシ,舰长
59,16171733,铃鹿Toshi,舰长
60,502895183,也文攝輝,舰长
61,6165418,一号机测试机师,舰长
62,1397965,雨宫ノエル,舰长
63,10181310,流转快晴,舰长
64,150038690,坚守阵地卢载铉,舰长
65,14354112,EndlessDice,舰长
66,14910777,勉強机,舰长
67,4072141,云水暮烟,舰长
68,1874852,YaMacoffe,舰长
69,372454,有栖ヒロ,舰长
70,5708258,筆墨倦客,舰长
71,2290770,夕月秋乃,舰长
72,2650864,羽落魂龛,舰长
73,13573100,zerobom,舰长
74,12974,蓬萊山空,舰长
75,569267,鵺鸮,舰长
76,3925567,hooudp,舰长
77,3677907,李黑羊,舰长
78,3493104340437958,大卡不卡小卡也不卡,舰长
79,22872272,路过的取名困难症患者,舰长
80,177462569,Curse_Zzzz,舰长
81,109152708,孤独熊Kuma,舰长
82,2668655,伊迪丝里德尔,舰长
83,22805267,添棠霓投車,舰长
84,222222262,晓梦残夜,舰长
85,3959318,音流Cymatics,舰长
86,10776008,丽兹与青鸟,舰长
87,2450646,CYSoulDown,舰长
88,10261329,yukino-雪之下雪乃,舰长
89,12242538,嘉文从小就很可爱,舰长
90,175534794,sorinX,舰长
91,11210842,莉丶羽,舰长
92,536365,鸢尾百合,舰长
93,20877518,河蟹君血型O,舰长
94,486937583,红白鬼巫,舰长
95,159019,九重雪会,舰长
96,11347396,傻坐着发愣,舰长
97,20186995,黇鹿dmdm,舰长
98,14482688,AAlieeen,舰长
99,7367780,里莲花,舰长
100,166209441,中川natsuki,舰长
101,237845732,gigigigibeibei,舰长
102,4260554,月映LANE,舰长
103,6036699,内巻玉子,舰长
104,3542675,鸢一千代纸,舰长
105,615000,节操联邦调查总局,舰长
106,28647475,Urobolus_0,舰长
107,35903667,叶赫H,舰长
108,8396429,airstone42,舰长
109,330986,头上一板砖,舰长
110,27069,白white饭,舰长
111,5285,凉叶suzuha,舰长
112,9819432,天遂_人愿,舰长
113,1878939,破破破破破cd,舰长
114,4393496,不爱说话的久久,舰长
115,2691631,白碎拉比林斯,舰长
116,236018,ドジみ,舰长
117,1640605,神の道化,舰长
118,9213296,从来不想熬夜,舰长
119,35128441,月蝕尽絶黒阿修羅,舰长
120,7257611,椎名エリ,舰长
121,4642882,全装甲键盘侠MK-2,舰长
122,11500575,我觉得有一点饿oVO,舰长
123,5850999,duffystal,舰长
124,1508440,青龙GreenD,舰长
125,685112,猪吧你w,舰长
126,2955509,We1le5s,舰长
127,20168743,見えない青空,舰长
128,266375,咕咕-咕咕咕咕咕-咕,舰长
129,34553799,一只卡莱尔_Official,舰长
130,23007696,鳝于玩乐,舰长
131,176759881,不想qm了,舰长
132,11180104,ATRSz,舰长
133,1932862336,雨纪_Ameki,舰长
134,53204,职业火锅人,舰长
135,51408191,W1Zo-0,舰长
136,49706,偽らむね,舰长
137,93264388,NZ-333,舰长
138,145061371,橘子橘i,舰长
139,1817252,超级奈亚酱,舰长
140,82170509,加菲喵圆滚滚,舰长
141,119629,灰原烬,舰长
