rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,2066,弥人,32
2,38133,FayeVL,提督,2092,弥人,32
3,520352,黑镰刀,提督,1798,弥人,31
4,381534568,sayakadead,提督,1962,弥人,30
5,12422769,Beartooth90,提督,1204,弥人,30
6,342447,任意子,提督,1854,弥人,30
7,4304729,清光高校地雷部,提督,1377,弥人,29
8,4333178,波动性巧克力慕斯,提督,484,弥人,28
9,264506970,顾小桑的真空家乡,提督,244,弥人,28
10,2512897,山下住一丁,舰长,2004,弥人,31
11,49337,无公害沙包,舰长,2038,弥人,30
12,12501775,コンプランド,舰长,1524,弥人,29
13,553301,镜晓文,舰长,2067,弥人,29
14,8772065,Yukari_YuRI,舰长,1283,弥人,29
15,4206472,弥希家的针尾雨燕,舰长,1373,弥人,29
16,1829374,ムサシノタクミ,舰长,1385,弥人,29
17,105402,清新正直HHP,舰长,1594,弥人,29
18,5155551,科罗娜青柠,舰长,1887,弥人,29
19,2513015,エーワックス-2434,舰长,1674,弥人,29
20,10786214,千万ly,舰长,2091,弥人,28
21,16011437,瑪修-,舰长,1909,弥人,28
22,1920686335,弥希_Miki,舰长,1335,弥人,28
23,18363194,岁星昼见,舰长,1399,弥人,28
24,1640605,神の道化,舰长,803,弥人,28
25,7913853,アベリアF,舰长,1097,弥人,28
26,1603612,月ノneet,舰长,1745,弥人,28
27,356189,Heavens Feel,舰长,1777,弥人,28
28,1971336,犭苗犭苗木木,舰长,1403,弥人,28
29,4921755,アルカローズ,舰长,1819,弥人,28
30,5812842,弥之鸣,舰长,1805,弥人,28
31,3182660,影月LuneZ,舰长,1823,弥人,28
32,48934997,感应性本能,舰长,1252,弥人,28
33,11546675,贝尔纳德C3,舰长,1825,弥人,27
34,3561142,无名一世,舰长,609,弥人,27
35,11347396,傻坐着发愣,舰长,1038,弥人,27
36,7180032,无为無為,舰长,1582,弥人,27
37,774372,黑糖香草摩卡,舰长,1255,弥人,27
38,26465,一个大光头都没有,舰长,2030,弥人,27
39,343691814,Noneither,舰长,1119,弥人,27
40,281163151,JOL1ON,舰长,1096,弥人,27
41,486937583,红白鬼巫,舰长,1045,弥人,27
42,8274893,西西纳图斯,舰长,540,弥人,27
43,7864667,奈亚子从不发糖,舰长,1905,弥人,27
44,5801333,低级咬人细胞,舰长,1574,弥人,27
45,453572565,全職彌人-andy878797,舰长,795,弥人,27
46,3677907,李黑羊,舰长,1151,弥人,27
47,13026101,Naglfar-,舰长,1642,弥人,27
48,2450646,CYSoulDown,舰长,803,弥人,27
49,10261329,yukino-雪之下雪乃,舰长,817,弥人,27
50,16171733,铃鹿Toshi,舰长,1793,弥人,27
51,37117728,西门烧烤,舰长,383,弥人,27
52,1397965,雨宫ノエル,舰长,1603,弥人,27
53,6165418,一号机测试机师,舰长,1681,弥人,27
54,159019,九重雪会,舰长,940,弥人,27
55,14354112,EndlessDice,舰长,1510,弥人,27
56,14910777,勉強机,舰长,1087,弥人,27
57,20186995,黇鹿dmdm,舰长,1072,弥人,26
58,1878939,破破破破破cd,舰长,855,弥人,26
59,2290770,夕月秋乃,舰长,1436,弥人,26
60,569267,鵺鸮,舰长,1432,弥人,26
61,330367780,呆喂诶,舰长,600,弥人,26
62,7257611,椎名エリ,舰长,810,弥人,26
63,28647475,Urobolus_0,舰长,794,弥人,26
64,565632,YomaKKK,舰长,531,弥人,26
65,266375,咕咕-咕咕咕咕咕-咕,舰长,686,弥人,26
66,12974,蓬萊山空,舰长,1071,弥人,26
67,1829907,Skorz_Tsurumi,舰长,702,弥人,26
68,8396429,airstone42,舰长,967,弥人,26
69,9819432,天遂_人愿,舰长,916,弥人,26
70,2495576,spiece,舰长,618,弥人,26
71,236018,ドジみ,舰长,792,弥人,26
72,8359,赫のシャドール,舰长,677,弥人,26
73,34449312,TGGLL,舰长,554,弥人,26
74,384616248,毛毛毛毛线裤,舰长,285,弥人,26
75,1645359409,牛奶巧克力厨,舰长,784,弥人,26
76,34616293,摸摸摸摸你傻,舰长,286,弥人,26
77,2955509,We1le5s,舰长,607,弥人,26
78,3546598237800885,拉斯普廷Rasia,舰长,109,弥人,26
79,336198406,凌徊levy,舰长,317,弥人,26
80,26580137,夜袭魅影,舰长,278,弥人,26
81,4393496,不爱说话的久久,舰长,669,弥人,26
82,209374441,知世xf,舰长,204,弥人,26
83,7951981,春山薄雪,舰长,222,弥人,25
84,25372126,名字好念的19,舰长,467,弥人,25
85,58725,Qullx,舰长,570,弥人,25
86,30753025,月迷Solomon,舰长,139,弥人,25
87,49795765,滨海西小毒瘤,舰长,287,弥人,25
88,1780845,noncrystal,舰长,335,弥人,25
89,1935274,丁骨烩饭T,舰长,408,弥人,25
90,615000,节操联邦调查总局,舰长,420,弥人,25
91,3546569250965659,ティセリリ,舰长,273,弥人,25
92,10068032,dozenw,舰长,317,弥人,25
93,323728572,每秒单推一个,舰长,227,弥人,25
94,351179408,iooPlover,舰长,317,弥人,25
95,89636742,A1in_sy,舰长,288,弥人,24
96,44123513,爱凑热闹です,舰长,257,弥人,24
97,22381696,篝火砰砰啪,舰长,249,弥人,24
98,4479168,RBQ如月乱,舰长,249,弥人,24
99,252903,晓美马鲅鱼_AkemiMbayu,舰长,138,弥人,24
100,662497,Kapibara0,舰长,227,弥人,24
101,1930398429,ALyCE初号机,舰长,199,弥人,24
102,441776977,Chitose彰良,舰长,79,弥人,23
103,834234,不会哭闹的球,舰长,32,弥人,23
104,8547994,1ucky-K,舰长,80,弥人,22
105,403200749,酎歆丶,舰长,44,弥人,22
106,38593875,アスカ゛,舰长,19,弥人,22
107,3979262,Bamdoor,舰长,5,弥人,21
