rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,1730,弥人,32
2,38133,FayeVL,提督,1756,弥人,31
3,2512897,山下住一丁,提督,1668,弥人,31
4,381534568,sayakadead,提督,1699,弥人,30
5,520352,黑镰刀,舰长,1462,弥人,31
6,12422769,Beartooth90,舰长,868,弥人,30
7,342447,任意子,舰长,1518,弥人,29
8,49337,无公害沙包,舰长,1702,弥人,29
9,12501775,コンプランド,舰长,1188,弥人,29
10,553301,镜晓文,舰长,1731,弥人,29
11,1829374,ムサシノタクミ,舰长,1049,弥人,29
12,8772065,Yukari_YuRI,舰长,950,弥人,29
13,5155551,科罗娜青柠,舰长,1551,弥人,28
14,105402,清新正直HHP,舰长,1258,弥人,28
15,666671,Miki的麦麦,舰长,1447,弥人,28
16,4206472,弥希家针尾雨燕掉帧版,舰长,1044,弥人,28
17,16011437,瑪修-,舰长,1573,弥人,28
18,10786214,千万ly,舰长,1755,弥人,28
19,18363194,岁星昼见,舰长,1123,弥人,28
20,2513015,エーワックス-2434,舰长,1364,弥人,28
21,4304729,清光高校地雷部,舰长,1041,弥人,28
22,7913853,アベリアF,舰长,761,弥人,28
23,356189,Heavens Feel,舰长,1441,弥人,28
24,735538,AOZAKI-YUI,舰长,1308,弥人,28
25,5812842,弥之鸣,舰长,1469,弥人,28
26,3182660,影月LuneZ,舰长,1487,弥人,28
27,4921755,アルカローズ,舰长,1483,弥人,28
28,1603612,月ノneet,舰长,1409,弥人,28
29,1971336,犭苗犭苗木木,舰长,1081,弥人,28
30,1920686335,弥希_Miki,舰长,1040,弥人,27
31,48934997,感应性本能,舰长,916,弥人,27
32,11546675,贝尔纳德C3,舰长,1495,弥人,27
33,774372,黑糖香草摩卡,舰长,919,弥人,27
34,925,911,舰长,1357,弥人,27
35,281163151,JOL1ON,舰长,760,弥人,27
36,343691814,Noneither,舰长,783,弥人,27
37,3161528,e-sasaki,舰长,1144,弥人,27
38,26465,一个大光头都没有,舰长,1694,弥人,27
39,6036699,うちまきたまこ,舰长,644,弥人,27
40,7864667,奈亚子从不发糖,舰长,1569,弥人,27
41,123785,灯十走十走十走,舰长,1450,弥人,27
42,7180032,无为無為,舰长,1248,弥人,27
43,12037051,岛那灯,舰长,965,弥人,27
44,13026101,Naglfar-,舰长,1306,弥人,27
45,5460965,松石绿的钢,舰长,1718,弥人,27
46,2699660,朝日奈未來,舰长,1408,弥人,27
47,1640605,神の道化,舰长,467,弥人,27
48,2450646,CYSoulDown,舰长,467,弥人,27
49,16171733,铃鹿Toshi,舰长,1457,弥人,26
50,6165418,一号机测试机师,舰长,1345,弥人,26
51,14354112,EndlessDice,舰长,1174,弥人,26
52,11347396,傻坐着发愣,舰长,702,弥人,26
53,14910777,勉強机,舰长,751,弥人,26
54,3561142,无名一世,舰长,320,弥人,26
55,20186995,黇鹿dmdm,舰长,736,弥人,26
56,2290770,夕月秋乃,舰长,1100,弥人,26
57,569267,鵺鸮,舰长,1096,弥人,26
58,159019,九重雪会,舰长,604,弥人,26
59,330367780,呆喂诶,舰长,264,弥人,26
60,28647475,Urobolus_0,舰长,458,弥人,26
61,3677907,李黑羊,舰长,868,弥人,26
62,443066653,毛线毛裤qaq,舰长,762,弥人,26
63,10261329,yukino-雪之下雪乃,舰长,481,弥人,26
64,175534794,sorinX,舰长,873,弥人,26
65,3493104340437958,大卡不卡小卡也不卡,舰长,348,弥人,26
66,536365,鸢尾百合,舰长,852,弥人,26
67,486937583,红白鬼巫,舰长,709,弥人,26
68,256079359,猫舌头不想喝热茶,舰长,295,弥人,26
69,8274893,西西纳图斯,舰长,204,弥人,26
70,8396429,airstone42,舰长,631,弥人,26
71,453572565,全職彌人-andy878797,舰长,459,弥人,26
72,1829907,Skorz_Tsurumi,舰长,366,弥人,25
73,330986,头上一板砖,舰长,592,弥人,25
74,1878939,破破破破破cd,舰长,519,弥人,25
75,9819432,天遂_人愿,舰长,580,弥人,25
76,7257611,椎名エリ,舰长,474,弥人,25
77,236018,ドジみ,舰长,456,弥人,25
78,14879283,Sctchf,舰长,414,弥人,25
79,11500575,我觉得有一点饿oVO,舰长,462,弥人,25
80,1645359409,牛奶巧克力厨,舰长,448,弥人,25
81,2955509,We1le5s,舰长,383,弥人,25
82,23531154,淅雨沾身,舰长,328,弥人,25
83,8154728,FALCOファルクChannel,舰长,384,弥人,25
84,266375,咕咕-咕咕咕咕咕-咕,舰长,350,弥人,25
85,32803548,如月ミホ,舰长,160,弥人,25
86,25411377,SmileyWhite,舰长,258,弥人,25
87,34449312,TGGLL,舰长,230,弥人,24
88,58725,Qullx_Off,舰长,234,弥人,24
89,30014307,guest450,舰长,187,弥人,24
90,37117728,西门烧烤,舰长,140,弥人,24
91,4333178,波动性巧克力慕斯,舰长,148,弥人,24
92,5749293,u狄仁杰发,舰长,148,弥人,23
93,14378626,昼星轨,舰长,57,弥人,23
94,8234604,enxi-,舰长,50,弥人,23
95,336198406,凌徊levy,舰长,80,弥人,23
96,3546569250965659,ティセリリ,舰长,50,弥人,22
97,399837673,潘mixia,舰长,76,弥人,22
98,1720160,心眼子嫩小的可表OvO,舰长,41,弥人,22
99,271439182,科學用腦ロク,舰长,27,弥人,22
100,1039553902,有刺无刺工作室,舰长,49,弥人,22
101,397835007,DD保护协会,舰长,13,弥人,22
102,325106054,只是个半成品,舰长,20,弥人,21
103,5275927,Artificer2,舰长,20,弥人,21
104,1271606,百事可乐最强,舰长,29,弥人,21
