rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,1743,弥人,32
2,38133,FayeVL,提督,1769,弥人,31
3,2512897,山下住一丁,提督,1681,弥人,31
4,381534568,sayakadead,提督,1712,弥人,30
5,520352,黑镰刀,舰长,1475,弥人,31
6,12422769,Beartooth90,舰长,881,弥人,30
7,342447,任意子,舰长,1531,弥人,29
8,49337,无公害沙包,舰长,1715,弥人,29
9,12501775,コンプランド,舰长,1201,弥人,29
10,553301,镜晓文,舰长,1744,弥人,29
11,1829374,ムサシノタクミ,舰长,1062,弥人,29
12,8772065,Yukari_YuRI,舰长,963,弥人,29
13,5155551,科罗娜青柠,舰长,1564,弥人,28
14,105402,清新正直HHP,舰长,1271,弥人,28
15,666671,Miki的麦麦,舰长,1460,弥人,28
16,4206472,弥希家针尾雨燕掉帧版,舰长,1057,弥人,28
17,16011437,瑪修-,舰长,1586,弥人,28
18,10786214,千万ly,舰长,1768,弥人,28
19,18363194,岁星昼见,舰长,1136,弥人,28
20,4304729,清光高校地雷部,舰长,1054,弥人,28
21,2513015,エーワックス-2434,舰长,1377,弥人,28
22,7913853,アベリアF,舰长,774,弥人,28
23,356189,Heavens Feel,舰长,1454,弥人,28
24,735538,AOZAKI-YUI,舰长,1321,弥人,28
25,5812842,弥之鸣,舰长,1482,弥人,28
26,3182660,影月LuneZ,舰长,1500,弥人,28
27,1603612,月ノneet,舰长,1422,弥人,28
28,4921755,アルカローズ,舰长,1496,弥人,28
29,1920686335,弥希_Miki,舰长,1053,弥人,27
30,48934997,感应性本能,舰长,929,弥人,27
31,11546675,贝尔纳德C3,舰长,1508,弥人,27
32,925,911,舰长,1370,弥人,27
33,774372,黑糖香草摩卡,舰长,932,弥人,27
34,281163151,JOL1ON,舰长,773,弥人,27
35,343691814,Noneither,舰长,796,弥人,27
36,26465,一个大光头都没有,舰长,1707,弥人,27
37,6036699,うちまきたまこ,舰长,657,弥人,27
38,7864667,奈亚子从不发糖,舰长,1582,弥人,27
39,12037051,岛那灯,舰长,978,弥人,27
40,123785,灯十走十走十走,舰长,1463,弥人,27
41,7180032,无为無為,舰长,1261,弥人,27
42,13026101,Naglfar-,舰长,1319,弥人,27
43,2699660,朝日奈未來,舰长,1421,弥人,27
44,5460965,松石绿的钢,舰长,1731,弥人,27
45,1640605,神の道化,舰长,480,弥人,27
46,2450646,CYSoulDown,舰长,480,弥人,27
47,16171733,铃鹿Toshi,舰长,1470,弥人,26
48,6165418,一号机测试机师,舰长,1358,弥人,26
49,14354112,EndlessDice,舰长,1187,弥人,26
50,11347396,傻坐着发愣,舰长,715,弥人,26
51,10776008,丽兹与青鸟,舰长,492,弥人,26
52,14910777,勉強机,舰长,764,弥人,26
53,20186995,黇鹿dmdm,舰长,749,弥人,26
54,2290770,夕月秋乃,舰长,1113,弥人,26
55,569267,鵺鸮,舰长,1109,弥人,26
56,330367780,呆喂诶,舰长,277,弥人,26
57,159019,九重雪会,舰长,617,弥人,26
58,3677907,李黑羊,舰长,881,弥人,26
59,28647475,Urobolus_0,舰长,471,弥人,26
60,443066653,毛线毛裤qaq,舰长,775,弥人,26
61,10261329,yukino-雪之下雪乃,舰长,494,弥人,26
62,175534794,sorinX,舰长,886,弥人,26
63,3493104340437958,大卡不卡小卡也不卡,舰长,361,弥人,26
64,536365,鸢尾百合,舰长,865,弥人,26
65,486937583,红白鬼巫,舰长,722,弥人,26
66,256079359,猫舌头不想喝热茶,舰长,308,弥人,26
67,8274893,西西纳图斯,舰长,217,弥人,26
68,453572565,全職彌人-andy878797,舰长,472,弥人,26
69,8396429,airstone42,舰长,644,弥人,26
70,1829907,Skorz_Tsurumi,舰长,379,弥人,25
71,330986,头上一板砖,舰长,605,弥人,25
72,1878939,破破破破破cd,舰长,532,弥人,25
73,9819432,天遂_人愿,舰长,593,弥人,25
74,7257611,椎名エリ,舰长,487,弥人,25
75,14879283,Sctchf,舰长,427,弥人,25
76,236018,ドジみ,舰长,469,弥人,25
77,1645359409,牛奶巧克力厨,舰长,461,弥人,25
78,11500575,我觉得有一点饿oVO,舰长,475,弥人,25
79,2955509,We1le5s,舰长,396,弥人,25
80,23531154,淅雨沾身,舰长,341,弥人,25
81,8154728,FALCOファルクChannel,舰长,397,弥人,25
82,266375,咕咕-咕咕咕咕咕-咕,舰长,363,弥人,25
83,32803548,如月ミホ,舰长,173,弥人,25
84,25411377,SmileyWhite,舰长,271,弥人,25
85,58725,Qullx_Off,舰长,247,弥人,24
86,30014307,guest450,舰长,200,弥人,24
87,14378626,昼星轨,舰长,70,弥人,24
88,4333178,波动性巧克力慕斯,舰长,161,弥人,24
89,5749293,u狄仁杰发,舰长,161,弥人,24
90,1720160,心眼子嫩小的可表OvO,舰长,54,弥人,23
91,399837673,潘mixia,舰长,89,弥人,22
92,397835007,DD保护协会,舰长,26,弥人,22
