rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,1711,弥人,32
2,38133,FayeVL,提督,1737,弥人,31
3,2512897,山下住一丁,提督,1649,弥人,31
4,381534568,sayakadead,提督,1680,弥人,30
5,6036699,うちまきたまこ,提督,625,弥人,27
6,520352,黑镰刀,舰长,1443,弥人,31
7,12422769,Beartooth90,舰长,849,弥人,30
8,342447,任意子,舰长,1499,弥人,29
9,49337,无公害沙包,舰长,1683,弥人,29
10,12501775,コンプランド,舰长,1169,弥人,29
11,553301,镜晓文,舰长,1712,弥人,29
12,1829374,ムサシノタクミ,舰长,1030,弥人,29
13,5155551,科罗娜青柠,舰长,1532,弥人,28
14,105402,清新正直HHP,舰长,1239,弥人,28
15,666671,Miki的麦麦,舰长,1428,弥人,28
16,16011437,瑪修-,舰长,1554,弥人,28
17,10786214,千万ly,舰长,1736,弥人,28
18,4206472,弥希家针尾雨燕高配版,舰长,1025,弥人,28
19,18363194,岁星昼见,舰长,1109,弥人,28
20,2513015,エーワックス-2434,舰长,1346,弥人,28
21,4304729,清光高校地雷部,舰长,1022,弥人,28
22,7913853,アベリアF,舰长,742,弥人,28
23,356189,Heavens Feel,舰长,1422,弥人,28
24,735538,AOZAKI-YUI,舰长,1289,弥人,28
25,5812842,弥之鸣,舰长,1450,弥人,28
26,3182660,影月LuneZ,舰长,1468,弥人,28
27,4921755,アルカローズ,舰长,1464,弥人,28
28,1603612,月ノneet,舰长,1390,弥人,28
29,1971336,犭苗犭苗木木,舰长,1062,弥人,27
30,1920686335,弥希_Miki,舰长,1021,弥人,27
31,48934997,感应性本能,舰长,897,弥人,27
32,11546675,贝尔纳德C3,舰长,1476,弥人,27
33,774372,黑糖香草摩卡,舰长,900,弥人,27
34,925,911,舰长,1338,弥人,27
35,281163151,JOL1ON,舰长,741,弥人,27
36,343691814,Noneither,舰长,764,弥人,27
37,3161528,e-sasaki,舰长,1125,弥人,27
38,26465,一个大光头都没有,舰长,1675,弥人,27
39,7864667,奈亚子从不发糖,舰长,1550,弥人,27
40,12037051,岛那灯,舰长,946,弥人,27
41,123785,灯十走十走十走,舰长,1431,弥人,27
42,13026101,Naglfar-,舰长,1287,弥人,27
43,2699660,朝日奈未來,舰长,1389,弥人,27
44,7180032,无为無為,舰长,1231,弥人,27
45,5460965,松石绿的钢,舰长,1699,弥人,27
46,1640605,神の道化,舰长,448,弥人,27
47,2450646,CYSoulDown,舰长,448,弥人,27
48,16171733,铃鹿Toshi,舰长,1438,弥人,26
49,6165418,一号机测试机师,舰长,1326,弥人,26
50,1397965,雨宫ノエル,舰长,1279,弥人,26
51,14354112,EndlessDice,舰长,1155,弥人,26
52,11347396,傻坐着发愣,舰长,683,弥人,26
53,14910777,勉強机,舰长,732,弥人,26
54,20186995,黇鹿dmdm,舰长,717,弥人,26
55,2290770,夕月秋乃,舰长,1081,弥人,26
56,569267,鵺鸮,舰长,1077,弥人,26
57,159019,九重雪会,舰长,585,弥人,26
58,3677907,李黑羊,舰长,849,弥人,26
59,330367780,呆喂诶,舰长,245,弥人,26
60,28647475,Urobolus_0,舰长,439,弥人,26
61,443066653,毛线毛裤qaq,舰长,743,弥人,26
62,10261329,yukino-雪之下雪乃,舰长,462,弥人,26
63,175534794,sorinX,舰长,854,弥人,26
64,3493104340437958,大卡不卡小卡也不卡,舰长,329,弥人,26
65,536365,鸢尾百合,舰长,833,弥人,26
66,486937583,红白鬼巫,舰长,690,弥人,26
67,256079359,猫舌头不想喝热茶,舰长,276,弥人,26
68,8274893,西西纳图斯,舰长,185,弥人,26
69,8396429,airstone42,舰长,612,弥人,25
70,330986,头上一板砖,舰长,573,弥人,25
71,453572565,全職彌人-andy878797,舰长,440,弥人,25
72,1829907,Skorz_Tsurumi,舰长,347,弥人,25
73,1878939,破破破破破cd,舰长,500,弥人,25
74,9819432,天遂_人愿,舰长,561,弥人,25
75,7257611,椎名エリ,舰长,455,弥人,25
76,14879283,Sctchf,舰长,395,弥人,25
77,236018,ドジみ,舰长,437,弥人,25
78,1645359409,牛奶巧克力厨,舰长,429,弥人,25
79,11500575,我觉得有一点饿oVO,舰长,443,弥人,25
80,2955509,We1le5s,舰长,364,弥人,25
81,33081468,breaaak,舰长,239,弥人,25
82,23531154,淅雨沾身,舰长,309,弥人,25
83,8154728,FALCOファルクChannel,舰长,365,弥人,25
84,266375,咕咕-咕咕咕咕咕-咕,舰长,331,弥人,25
85,25411377,SmileyWhite,舰长,239,弥人,24
86,32803548,如月ミホ,舰长,141,弥人,24
87,58725,Qullx_Off,舰长,215,弥人,24
88,30014307,guest450,舰长,168,弥人,24
89,5749293,u狄仁杰发,舰长,129,弥人,23
90,4333178,波动性巧克力慕斯,舰长,129,弥人,23
91,14378626,昼星轨,舰长,38,弥人,23
92,5086128,黑胶唱片机呀呀呀,舰长,89,弥人,22
93,399837673,潘mixia,舰长,57,弥人,22
94,271439182,科學用腦ロク,舰长,8,弥人,21
95,1720160,心眼子嫩小的可表OvO,舰长,22,弥人,21
96,1271606,百事可乐最强,舰长,10,弥人,21
97,1039553902,゚雨宮蓮,舰长,30,弥人,21
